46,THRU THE NIGHT (feat. Bryson Tiller),Jack Harlow
29,TWIT,Hwa Sa
42,Take It Down (feat. Offset),Pardison Fontaine
11,Take Me to the Light,Francis and the Lights
28,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone
6,Take Your Man,Mahogany Lox
29,Takeaway (feat. Lennon Stella),The Chainsmokers
25,Talk,Khalid
50,Talk (feat. Disclosure),Khalid
2,Talkin' My Shit,Quin Nfn
44,Te Robaré,Nicky Jam
44,Te Vi,Piso 21
38,Teeth,5 Seconds of Summer
37,Tempo (feat. Missy Elliott),Lizzo
48,Tequila Does,Miranda Lambert
39,Tequila Little Time,Jon Pardi
22,That's Life (feat. Mac Miller & Sia),88-Keys
49,That's a Rack,Lil Uzi Vert
48,The Bones,Maren Morris
38,The Bones - with Hozier,Maren Morris
11,The Days,Hailey Whitters
23,The Git Up,Blanco Brown
46,The Good Ones,Gabby Barrett
24,The Joke,Brandi Carlile
47,The London (feat. J. Cole & Travis Scott),Young Thug
22,The Mop,TisaKorean
25,The Motion,Drake
49,The Next Right Thing,Kristen Bell
24,The Night King,Ramin Djawadi
11,"The Place Where Lost Things Go - From ""Mary Poppins Returns""",Emily Blunt
36,The Purple People Eater,Sheb Wooley
29,The Search,NF
7,The Thanksgiving Song,Adam Sandler
47,There You Are,ZAYN
28,These Days,Silas
35,This Is Halloween,The Citizens of Halloween
45,This is Halloween - Pop Version,Marilyn Manson
1,Thotiana,Blueface
16,"Thotiana (feat. Cardi B, YG) [Remix]",Blueface
26,Throw Fits (feat. City Girls & Juvenile),London On Da Track
35,Tia Tamera (feat. Rico Nasty),Doja Cat
49,Time - Edit,NF
35,Time Alone With You (feat. Daniel Caesar),Jacob Collier
19,Time Warp,Little Nell
43,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch
47,Tip of My Tongue,Kenny Chesney
19,Tokyo Drifting (with Denzel Curry),Glass Animals
2,Trampoline,SHAED
5,Trampoline (with ZAYN),SHAED
11,Treat Her Right,Roy Head & The Traits
46,True Kinda Love (feat. Estelle & Zach Callison),Steven Universe
20,True Love Will Find You In The End,Daniel Johnston
26,Trust Issues,Drake
11,Truth Hurts,Lizzo
47,Try Saying Goodbye,John King
18,Tunnel of Love,ilyTOMMY
44,Turn Me On (feat. Vula),Riton
18,Tusa,KAROL G
25,Tutu,Camilo
44,Twerk (feat. Cardi B),City Girls
41,Twilight vs Breathe (feat. HALIENE & Matthew Steeper),Adam K
11,U Was At The Club (Bottoms Up),The Boyboy West Coast
33,UP THE SMOKE (with Offset),Stunna 4 Vegas
46,Un Año,Sebastian Yatra
16,Undecided,Chris Brown
37,Under The Sun (with J. Cole & Lute feat. DaBaby),Dreamville
2,Undrunk,FLETCHER
5,Uno,Ambjaay
15,Uno - Original Version,Ambjaay
41,Unthinkable,Smiley
18,Untitled,Kate Bollinger
11,VALENTINO,24kGoldn
24,VIBEZ,DaBaby
22,Venice Bitch,Lana Del Rey
9,Verte Ir,DJ Luian
31,Vete,Bad Bunny
2,Viagra,ITSOKTOCRY
33,Victory Lap (feat. Stacy Barthe),Nipsey Hussle
15,Vossi Bop,Stormzy
32,W (feat. Gunna),Koffee
43,W2Leezy,Justin Rarri
32,WAM,A$AP Ferg
27,Wait a Minute!,WILLOW
45,Walk (Remix),Comethazine
30,Walk Man,Tiny Meat Gang
36,Walk Me Home,P!nk
46,Walker Texas Ranger,DaBaby
38,Wannabe,why mona
40,Want Beef?,YSN Flow
15,Was It Something I Said,MyKey
17,Watermelon Sugar,Harry Styles
15,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN
5,Way Maker - Live,Leeland
29,We Are Not the Same,Young Roc
47,Weather,Freddie Dredd
14,Welcome To The Party,Pop Smoke
43,What A Time (feat. Niall Horan),Julia Michaels
35,What Am I,Why Don't We
37,What If I Never Get Over You,Lady A
49,What You Did (feat. Ella Mai),Mahalia
20,What You See Is What You Get,Luke Combs
50,What a Life,MFnMelo
35,What's Up Danger (with Black Caviar),Blackway
43,When You Look Me In The Eyes,Jonas Brothers
28,Who Do You Love,The Chainsmokers
17,Whole Heart (Hold Me Now) - Live,Hillsong UNITED
10,Wii Tennis,420 Unlovable
36,Without Me,Halsey
15,Woah,KRYPTO9095
49,Woah (feat. D3Mstreet),KRYPTO9095
14,Woke Up Late (feat. Hailee Steinfeld),Drax Project
21,Won't Be Late (feat. Drake),Swae Lee
49,Won't Let Go,Travis Greene
4,"Wondering - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo
43,Worth It,YK Osiris
38,Wow.,Post Malone
45,Writing on the Wall (feat. Post Malone & Cardi B),French Montana
5,Wrong,Luh Kel
50,YUSO (feat. Lil Wayne & Saweetie),Kid Ink
22,Year 3000,Jonas Brothers
3,Yellow Hearts,Ant Saunders
27,"Yo Love - From ""Queen & Slim: The Soundtrack""",Vince Staples
29,"Yo x Ti, Tu x Mi",ROSALÍA
36,You,Jacquees
46,You & Me,James TW
8,You Already Know,Shotgun Willy
50,You Need To Calm Down,Taylor Swift
50,You're Somebody Else,flora cash
36,Your Peace Will Make Us One,Audrey Assad
4,Yup on My Tractor,Fly Rich Double
46,ZEZE (feat. Travis Scott & Offset),Kodak Black
12,a lot,21 Savage
8,bad guy,Billie Eilish
40,bad guy (with Justin Bieber),Billie Eilish
32,boyfriend (with Social House),Ariana Grande
29,"break up with your girlfriend, i'm bored",Ariana Grande
13,bury a friend,Billie Eilish
47,comethru,Jeremy Zucker
10,emotions,iann dior
20,everything i wanted,Billie Eilish
7,fast,Sueco
27,fast (Remix) [feat. Offset & A Boogie Wit da Hoodie],Sueco
20,"fuck, i'm lonely",Lauv
14,gone girl,iann dior
30,holy terrain,FKA twigs
16,home with you,FKA twigs
28,hot girl bummer,blackbear
36,i love you,Billie Eilish
7,i'm so tired...,Lauv
36,if we never met,John K
33,imagine,Ariana Grande
22,it's not u it's me,Bea Miller
18,molly,iann dior
13,monster,21 Savage
13,my strange addiction,Billie Eilish
3,ok boomer,Peter Kuli
4,ok boomer (feat. Jed Will),Peter Kuli
35,prom dress,mxmtoon
45,romance361,iann dior
27,shining on my ex,bbno$
18,"thank u, next",Ariana Grande
44,when the party's over,Billie Eilish
17,whoa (mind in awe),XXXTENTACION
12,wish you were gay,Billie Eilish
41,xanny,Billie Eilish
46,you were good to me,Jeremy Zucker
