39,Feel Special,TWICE,https://open.spotify.com/track/14rWuS6yllHOdfZ8sZsZUj
24,Feelings,Lauv,https://open.spotify.com/track/0y675KDleCZEudjoeL1sQQ
19,Fight (feat. Florida Georgia Line),Tayla Parx,https://open.spotify.com/track/7A6UIxi15awyiEbYbMF06V
40,Fight for You,Rico Love,https://open.spotify.com/track/479acVfQ74icOy772hE1ba
23,Find Someone Like You,Snoh Aalegra,https://open.spotify.com/track/53SIeTHgXuAOd98hZWV2wD
50,Fingías,Paloma Mami,https://open.spotify.com/track/7o0oY5wRcoV7oPuDhD2J1z
38,"Fire On Fire - From ""Watership Down""",Sam Smith,https://open.spotify.com/track/5rFj8OzffT0iggSjcBaeND
47,Firestarter,The Prodigy,https://open.spotify.com/track/1GTPxha6U7x9ElVxkQw3OK
19,First Last Name,Madison Kozak,https://open.spotify.com/track/2zBRA7YaBsZ96Dv1l4qtcA
24,Floor Seats,A$AP Ferg,https://open.spotify.com/track/645O1frAHmClaFygFT9EZa
35,Focus (feat. 21 Savage),Bazzi,https://open.spotify.com/track/12iDo4Kdw9vA2X1lN3UTVu
49,Follow God,Kanye West,https://open.spotify.com/track/2QpGZOhTCHHiKmpSO9FW4h
34,For My Daughter,Kane Brown,https://open.spotify.com/track/2moC0T4mGwmP8dUDostr2g
45,Forever's Gotta Start Somewhere,Chad Brownlee,https://open.spotify.com/track/73Jdi1pXMmpo5LcsSXiFLO
36,Freak Nasty,Megan Thee Stallion,https://open.spotify.com/track/4rd4bY5IzC4AN6NdgYGtWD
28,Freaky,Tory Lanez,https://open.spotify.com/track/0NJp8GyCOWnQh71xKSPfuV
34,Free (with Drew Love),Louis The Child,https://open.spotify.com/track/64BKKgWdKdmKlQDzRfHW3C
15,Fuck The Other Side,Kvngshad,https://open.spotify.com/track/1G3UtySE4dLlDaDNv6rXyh
46,GET OFF MY D!CK,ILIRA,https://open.spotify.com/track/6BFSpfwe003HLps1y1DA7k
