Position,"Track Name",Artist,URL
2,Undrunk,FLETCHER,https://open.spotify.com/track/5SHhPFh68OhUmuRPymKX9d
3,Moonlight,Gaullin,https://open.spotify.com/track/0A5gdlrpAuQqZ2iFgnqBFW
4,Rebota,Guaynaa,https://open.spotify.com/track/2YRvdf9cdS88y1wB1WhKoE
5,Act Up,City Girls,https://open.spotify.com/track/4eIT2gZ0WZyJpgfmoD6saJ
6,Pop Out (feat. Lil Tjay),Polo G,https://open.spotify.com/track/5AjINjwKyRvQJhSe2zpPHi
7,CROWN,TOMORROW X TOGETHER,https://open.spotify.com/track/32h6yQGn4oAhZ0HRsTMX26
8,Pa Mí - Remix,Dalex,https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH
9,Worth It,YK Osiris,https://open.spotify.com/track/4XiGKQqbmnMVxDzUj6j3f2
10,Boasty (feat. Idris Elba),Wiley,https://open.spotify.com/track/7cz506PyIgh2bMN90Mc8Tn
11,Talkin' My Shit,Quin Nfn,https://open.spotify.com/track/1H4pOx4uI7BdxM2RL3D99f
12,wish you were gay,Billie Eilish,https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS
13,Dissolve,Absofacto,https://open.spotify.com/track/7pBrj5rt4SSxXwFKOyZfHR
14,Mixed Personalities (feat. Kanye West),YNW Melly,https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL
15,Shotta Flow,NLE Choppa,https://open.spotify.com/track/4dAMdQ6g4kGmnc1MDHsg77
16,I,Lil Skies,https://open.spotify.com/track/4ZT9FnbFu1PaBfV3itxiqT
17,Si Se Da,Myke Towers,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ
18,Murder On My Mind,YNW Melly,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
19,Freak Nasty,Megan Thee Stallion,https://open.spotify.com/track/4rd4bY5IzC4AN6NdgYGtWD
20,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt
21,Big Ole Freak,Megan Thee Stallion,https://open.spotify.com/track/3YEbLhXRDPTtctnb3ddg8g
22,it's not u it's me,Bea Miller,https://open.spotify.com/track/7cLm450e9XaPrEZTSTsfwU
23,Suge,DaBaby,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
24,Con Calma,Daddy Yankee,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
25,HP,Maluma,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW
26,Faucet Failure,Ski Mask The Slump God,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN
27,Goin Baby,DaBaby,https://open.spotify.com/track/3WyRgi8CzQnhzO0xw79tTS
28,Don't Call Me Up,Mabel,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
29,EX,Kiana Ledé,https://open.spotify.com/track/47cQCF21TczFSmGfpd7c07
30,Pure Water (with Migos),Mustard,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp
31,MIDDLE CHILD,J. Cole,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
32,Buttercup,Jack Stauber,https://open.spotify.com/track/2mlGPkAx4kwF8Df0GlScsC
33,Sandstorm (feat. JID),Mereba,https://open.spotify.com/track/1NlWBpNYAnFT7gMGyC0Y1M
34,Juice,Lizzo,https://open.spotify.com/track/0onslUNmSLDkuYaideYWir
35,Tia Tamera (feat. Rico Nasty),Doja Cat,https://open.spotify.com/track/1uNePI826aqh9uC9pgbeHU
36,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
37,Nobody,Martin Jensen,https://open.spotify.com/track/2qfEcCkEo5NscA9GL7ER72
38,Wannabe,why mona,https://open.spotify.com/track/6SQZ3rR7kNord3KYrom49J
39,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM
40,Shotta Flow 2,NLE Choppa,https://open.spotify.com/track/6oV5zsbz9V2nZ79PYam9yC
41,Bola Rebola,Tropkillaz,https://open.spotify.com/track/1OUPXna2MCgAt3VNmXJBtg
42,Juicy,Doja Cat,https://open.spotify.com/track/4cTm3Ev9bUvy4ChJjB1nhl
43,Envy Me,Calboy,https://open.spotify.com/track/05t7JMip6JrLuSrMV5yYjX
44,Cat & Dog,TOMORROW X TOGETHER,https://open.spotify.com/track/5cadLqAgl7Y9zX3lRWdsPK
45,Look What God Gave Her,Thomas Rhett,https://open.spotify.com/track/1HY7Ze0NWqDJkl4g4MV62Q
46,Grow As We Go,Ben Platt,https://open.spotify.com/track/3N2ppgHelZPCpPVmVsxr9J
47,Esclavo de Tus Besos,Manuel Turizo,https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX
48,Boys Will Be Bugs,Cavetown,https://open.spotify.com/track/67EUBsc4qosGOVbaYy6TeX
49,Baby Sitter (feat. Offset),DaBaby,https://open.spotify.com/track/7f1zjZG77S891Uv4O68yfk
50,Walker Texas Ranger,DaBaby,https://open.spotify.com/track/0eBOVXdnrVQ0rITgKXBAA7
1,"Left Hand (feat. Joey Bada$$, Flatbush Zombies, The Underachievers, Kirk Knight, Nyck Caution, CJ Fly)",Beast Coast,https://open.spotify.com/track/4gLMgxa0xd3jPT64lcmpPR
2,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,https://open.spotify.com/track/6ya8ejoKgw906Y8LWclqrp
3,Moonlight,Gaullin,https://open.spotify.com/track/0A5gdlrpAuQqZ2iFgnqBFW
4,Undrunk,FLETCHER,https://open.spotify.com/track/5SHhPFh68OhUmuRPymKX9d
5,Grinding All My Life,Nipsey Hussle,https://open.spotify.com/track/3R9j8urSPiBbapNbyuSYkE
6,Pop Out (feat. Lil Tjay),Polo G,https://open.spotify.com/track/5AjINjwKyRvQJhSe2zpPHi
7,Dedication (feat. Kendrick Lamar),Nipsey Hussle,https://open.spotify.com/track/6fIjnWrv46njJHLDAY2JdC
8,Glitter,070 Shake,https://open.spotify.com/track/4DJ9ZxVFyv8AWdBmZnV0CN
9,Pa Mí - Remix,Dalex,https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH
10,Yup on My Tractor,Fly Rich Double,https://open.spotify.com/track/4Ec5TIrwDRCl0iXlvtPHPo
11,Suge,DaBaby,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
12,Double Up (feat. Belly and Dom Kennedy),Nipsey Hussle,https://open.spotify.com/track/4iVD0fTHGxV9JWloujsL3s
13,Last Time That I Checc'd (feat. YG),Nipsey Hussle,https://open.spotify.com/track/39xWBHPM4E9MwzEy5gbM7p
14,The Bones,Maren Morris,https://open.spotify.com/track/3npzogdOEiVsieXmmhBepL
15,Act Up,City Girls,https://open.spotify.com/track/4eIT2gZ0WZyJpgfmoD6saJ
16,Rebota,Guaynaa,https://open.spotify.com/track/2YRvdf9cdS88y1wB1WhKoE
17,Sucker,Jonas Brothers,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
18,Shotta Flow,NLE Choppa,https://open.spotify.com/track/4dAMdQ6g4kGmnc1MDHsg77
19,Here With Me,Marshmello,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
20,Hussle & Motivate,Nipsey Hussle,https://open.spotify.com/track/2hVtGnJeHOo0EqjzYXNFg5
21,Goin Baby,DaBaby,https://open.spotify.com/track/3WyRgi8CzQnhzO0xw79tTS
22,Worth It,YK Osiris,https://open.spotify.com/track/4XiGKQqbmnMVxDzUj6j3f2
23,Si Se Da,Myke Towers,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ
24,Contando Lunares (feat. Cruz Cafuné),Don Patricio,https://open.spotify.com/track/6Cs7b9bu3fy5XhMwBA9Tz4
25,Blue Laces 2,Nipsey Hussle,https://open.spotify.com/track/7yB6GF5kgPEoeGE4EAWiJU
26,Dissolve,Absofacto,https://open.spotify.com/track/7pBrj5rt4SSxXwFKOyZfHR
27,Baby Sitter (feat. Offset),DaBaby,https://open.spotify.com/track/7f1zjZG77S891Uv4O68yfk
28,Insomnia,Daya,https://open.spotify.com/track/7hzlzoOwCZ4D3Ow5YZK4kj
29,Mixed Personalities (feat. Kanye West),YNW Melly,https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL
30,Boasty (feat. Idris Elba),Wiley,https://open.spotify.com/track/7cz506PyIgh2bMN90Mc8Tn
31,None of This,Bino Rideaux,https://open.spotify.com/track/3sG8wVhIbQjJfPWICb4TVk
32,Faucet Failure,Ski Mask The Slump God,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN
33,Victory Lap (feat. Stacy Barthe),Nipsey Hussle,https://open.spotify.com/track/6hkQ6OQ6nhe7QCckH91aGa
34,Killer (feat. Drake),Nipsey Hussle,https://open.spotify.com/track/2uw8vslyCoFLQsoPcIhen5
35,I Hope,Gabby Barrett,https://open.spotify.com/track/2jKIBHSsUaF3cPCcGbR56U
36,Freak Nasty,Megan Thee Stallion,https://open.spotify.com/track/4rd4bY5IzC4AN6NdgYGtWD
37,Buttercup,Jack Stauber,https://open.spotify.com/track/2mlGPkAx4kwF8Df0GlScsC
38,Pure Water (with Migos),Mustard,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp
39,Murder On My Mind,YNW Melly,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
40,Big Ole Freak,Megan Thee Stallion,https://open.spotify.com/track/3YEbLhXRDPTtctnb3ddg8g
41,EX,Kiana Ledé,https://open.spotify.com/track/47cQCF21TczFSmGfpd7c07
42,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
43,My Bad,Khalid,https://open.spotify.com/track/1DUSuNhF8P5vUGNPpQiZa5
44,Don't Call Me Up,Mabel,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
45,Strange Love,Simple Creatures,https://open.spotify.com/track/1y9AS8gXPuF8sn3K6Awbyb
46,HP,Maluma,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW
47,Nobody,Martin Jensen,https://open.spotify.com/track/2qfEcCkEo5NscA9GL7ER72
48,I,Lil Skies,https://open.spotify.com/track/4ZT9FnbFu1PaBfV3itxiqT
49,Stucc in the Grind,Bino Rideaux,https://open.spotify.com/track/2VV99NGofQE6Fg1dqK7Dr9
50,Juice,Lizzo,https://open.spotify.com/track/0onslUNmSLDkuYaideYWir
1,Old Town Road,Lil Nas X,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
2,Beef FloMix,Flo Milli,https://open.spotify.com/track/52mXzUl4zRM6XC5hAxs1oh
3,Bon Bon Chocolat,EVERGLOW,https://open.spotify.com/track/06Pvy98db25O7wlfFFFIRM
4,Yup on My Tractor,Fly Rich Double,https://open.spotify.com/track/4Ec5TIrwDRCl0iXlvtPHPo
5,Moonlight,Gaullin,https://open.spotify.com/track/0A5gdlrpAuQqZ2iFgnqBFW
6,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,https://open.spotify.com/track/6ya8ejoKgw906Y8LWclqrp
7,Pop Out (feat. Lil Tjay),Polo G,https://open.spotify.com/track/5AjINjwKyRvQJhSe2zpPHi
8,Suge,DaBaby,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
9,Pa Mí - Remix,Dalex,https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH
10,Undrunk,FLETCHER,https://open.spotify.com/track/5SHhPFh68OhUmuRPymKX9d
11,Shotta Flow,NLE Choppa,https://open.spotify.com/track/4dAMdQ6g4kGmnc1MDHsg77
12,Glitter,070 Shake,https://open.spotify.com/track/4DJ9ZxVFyv8AWdBmZnV0CN
13,Baby Sitter (feat. Offset),DaBaby,https://open.spotify.com/track/7f1zjZG77S891Uv4O68yfk
14,"Left Hand (feat. Joey Bada$$, Flatbush Zombies, The Underachievers, Kirk Knight, Nyck Caution, CJ Fly)",Beast Coast,https://open.spotify.com/track/4gLMgxa0xd3jPT64lcmpPR
15,Bitchuary,Shordie Shordie,https://open.spotify.com/track/4dV3okcjbQwTcg4ObIGr4N
16,Dedication (feat. Kendrick Lamar),Nipsey Hussle,https://open.spotify.com/track/6fIjnWrv46njJHLDAY2JdC
17,Last Time That I Checc'd (feat. YG),Nipsey Hussle,https://open.spotify.com/track/39xWBHPM4E9MwzEy5gbM7p
18,Insomnia,Daya,https://open.spotify.com/track/7hzlzoOwCZ4D3Ow5YZK4kj
19,The Bones,Maren Morris,https://open.spotify.com/track/3npzogdOEiVsieXmmhBepL
20,Goin Baby,DaBaby,https://open.spotify.com/track/3WyRgi8CzQnhzO0xw79tTS
21,Grinding All My Life,Nipsey Hussle,https://open.spotify.com/track/3R9j8urSPiBbapNbyuSYkE
22,Rebota,Guaynaa,https://open.spotify.com/track/2YRvdf9cdS88y1wB1WhKoE
23,I Hope,Gabby Barrett,https://open.spotify.com/track/2jKIBHSsUaF3cPCcGbR56U
24,Worth It,YK Osiris,https://open.spotify.com/track/4XiGKQqbmnMVxDzUj6j3f2
25,Sucker,Jonas Brothers,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
26,Here With Me,Marshmello,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
27,Buttercup,Jack Stauber,https://open.spotify.com/track/2mlGPkAx4kwF8Df0GlScsC
28,Freaky,Tory Lanez,https://open.spotify.com/track/0NJp8GyCOWnQh71xKSPfuV
29,Mixed Personalities (feat. Kanye West),YNW Melly,https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL
30,Freak Nasty,Megan Thee Stallion,https://open.spotify.com/track/4rd4bY5IzC4AN6NdgYGtWD
31,Si Se Da,Myke Towers,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ
32,Contando Lunares (feat. Cruz Cafuné),Don Patricio,https://open.spotify.com/track/6Cs7b9bu3fy5XhMwBA9Tz4
33,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
34,Dissolve,Absofacto,https://open.spotify.com/track/7pBrj5rt4SSxXwFKOyZfHR
35,Faucet Failure,Ski Mask The Slump God,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN
36,Murder On My Mind,YNW Melly,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
37,Double Up (feat. Belly and Dom Kennedy),Nipsey Hussle,https://open.spotify.com/track/4iVD0fTHGxV9JWloujsL3s
38,Bellas,Anthony Santos,https://open.spotify.com/track/5MSlG8Mg7OQkgJ0on0Qrhl
39,Pure Water (with Migos),Mustard,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp
40,Gametime,Shepherd,https://open.spotify.com/track/4LDlUgshtyOvQrG3WWXtsZ
41,Hussle & Motivate,Nipsey Hussle,https://open.spotify.com/track/2hVtGnJeHOo0EqjzYXNFg5
42,Boasty (feat. Idris Elba),Wiley,https://open.spotify.com/track/7cz506PyIgh2bMN90Mc8Tn
43,None of This,Bino Rideaux,https://open.spotify.com/track/3sG8wVhIbQjJfPWICb4TVk
44,Big Ole Freak,Megan Thee Stallion,https://open.spotify.com/track/3YEbLhXRDPTtctnb3ddg8g
45,Walk (Remix),Comethazine,https://open.spotify.com/track/35l8ivgXiWiDCv7TCZ50Da
46,Don't Call Me Up,Mabel,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
47,Beautiful Crazy,Luke Combs,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
48,HP,Maluma,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW
49,Juice,Lizzo,https://open.spotify.com/track/0onslUNmSLDkuYaideYWir
50,Nobody,Martin Jensen,https://open.spotify.com/track/2qfEcCkEo5NscA9GL7ER72
1,Old Town Road,Lil Nas X,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
2,Beef FloMix,Flo Milli,https://open.spotify.com/track/52mXzUl4zRM6XC5hAxs1oh
3,Piece Of Your Heart,MEDUZA,https://open.spotify.com/track/5p1ex0pXv6jSPJ6QbumQpD
4,Pop Out (feat. Lil Tjay),Polo G,https://open.spotify.com/track/5AjINjwKyRvQJhSe2zpPHi
5,Suge,DaBaby,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
6,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,https://open.spotify.com/track/6ya8ejoKgw906Y8LWclqrp
7,Yup on My Tractor,Fly Rich Double,https://open.spotify.com/track/4Ec5TIrwDRCl0iXlvtPHPo
8,Moonlight,Gaullin,https://open.spotify.com/track/0A5gdlrpAuQqZ2iFgnqBFW
9,Bon Bon Chocolat,EVERGLOW,https://open.spotify.com/track/06Pvy98db25O7wlfFFFIRM
10,Tempo (feat. Missy Elliott),Lizzo,https://open.spotify.com/track/4LRKHjC3WH5AKZSGZzlnGk
11,The Days,Hailey Whitters,https://open.spotify.com/track/7v6e8Jn6bZdQHIoFZZlNZX
12,Grinding All My Life,Nipsey Hussle,https://open.spotify.com/track/3R9j8urSPiBbapNbyuSYkE
13,Pa Mí - Remix,Dalex,https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH
14,Shotta Flow,NLE Choppa,https://open.spotify.com/track/4dAMdQ6g4kGmnc1MDHsg77
15,I Don't Belong In This Club,Why Don't We,https://open.spotify.com/track/45ZGEdLxCZvdMX9jWlsAAx
16,Aloha (feat. GUN40),10k.Caash,https://open.spotify.com/track/4B0r8wQP0qfyDFaPs4Rjnz
17,Worth It,YK Osiris,https://open.spotify.com/track/4XiGKQqbmnMVxDzUj6j3f2
18,Bitchuary,Shordie Shordie,https://open.spotify.com/track/4dV3okcjbQwTcg4ObIGr4N
19,Insomnia,Daya,https://open.spotify.com/track/7hzlzoOwCZ4D3Ow5YZK4kj
20,Baby Sitter (feat. Offset),DaBaby,https://open.spotify.com/track/7f1zjZG77S891Uv4O68yfk
21,Te Robaré,Nicky Jam,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
22,Glitter,070 Shake,https://open.spotify.com/track/4DJ9ZxVFyv8AWdBmZnV0CN
23,On My Way,Alan Walker,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq
24,I Hope,Gabby Barrett,https://open.spotify.com/track/2jKIBHSsUaF3cPCcGbR56U
25,Dissolve,Absofacto,https://open.spotify.com/track/7pBrj5rt4SSxXwFKOyZfHR
26,Buttercup,Jack Stauber,https://open.spotify.com/track/2mlGPkAx4kwF8Df0GlScsC
27,Rebota,Guaynaa,https://open.spotify.com/track/2YRvdf9cdS88y1wB1WhKoE
28,Dedication (feat. Kendrick Lamar),Nipsey Hussle,https://open.spotify.com/track/6fIjnWrv46njJHLDAY2JdC
29,Big Ole Freak,Megan Thee Stallion,https://open.spotify.com/track/3YEbLhXRDPTtctnb3ddg8g
30,HP,Maluma,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW
31,Patience,Tame Impala,https://open.spotify.com/track/2drEUEg0TYQR6dDEHkpuPE
32,Undrunk,FLETCHER,https://open.spotify.com/track/5SHhPFh68OhUmuRPymKX9d
33,Gametime,Shepherd,https://open.spotify.com/track/4LDlUgshtyOvQrG3WWXtsZ
34,Murder On My Mind,YNW Melly,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
35,CAPO,NLE Choppa,https://open.spotify.com/track/1KjQPDJQCUuqDj3AmfSBCa
36,Pure Water (with Migos),Mustard,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp
37,Goin Baby,DaBaby,https://open.spotify.com/track/3WyRgi8CzQnhzO0xw79tTS
38,Si Se Da,Myke Towers,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ
39,Sucker,Jonas Brothers,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
40,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
41,Last Time That I Checc'd (feat. YG),Nipsey Hussle,https://open.spotify.com/track/39xWBHPM4E9MwzEy5gbM7p
42,Faucet Failure,Ski Mask The Slump God,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN
43,Really,Pc Tweezie,https://open.spotify.com/track/7LAs6kdIZpjgKrzOi7C34v
44,Here With Me,Marshmello,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
45,Double Up (feat. Belly and Dom Kennedy),Nipsey Hussle,https://open.spotify.com/track/4iVD0fTHGxV9JWloujsL3s
46,Juice,Lizzo,https://open.spotify.com/track/0onslUNmSLDkuYaideYWir
47,"Left Hand (feat. Joey Bada$$, Flatbush Zombies, The Underachievers, Kirk Knight, Nyck Caution, CJ Fly)",Beast Coast,https://open.spotify.com/track/4gLMgxa0xd3jPT64lcmpPR
48,The Bones,Maren Morris,https://open.spotify.com/track/3npzogdOEiVsieXmmhBepL
49,Mixed Personalities (feat. Kanye West),YNW Melly,https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL
50,Fingías,Paloma Mami,https://open.spotify.com/track/7o0oY5wRcoV7oPuDhD2J1z
1,Truth Hurts,Lizzo,https://open.spotify.com/track/5Qel1sTrU4LM8HlJSPT2jd
2,Piece Of Your Heart,MEDUZA,https://open.spotify.com/track/5p1ex0pXv6jSPJ6QbumQpD
3,Beef FloMix,Flo Milli,https://open.spotify.com/track/52mXzUl4zRM6XC5hAxs1oh
4,Old Town Road,Lil Nas X,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
5,bad guy,Billie Eilish,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
6,Pop Out (feat. Lil Tjay),Polo G,https://open.spotify.com/track/5AjINjwKyRvQJhSe2zpPHi
7,Suge,DaBaby,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
8,Congratulations,pewdiepie,https://open.spotify.com/track/6WaogiItGdUTm490XN4QKJ
9,Verte Ir,DJ Luian,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
10,Con Altura,ROSALÍA,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
11,Get You The Moon (feat. Snøw),Kina,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
12,Aloha (feat. GUN40),10k.Caash,https://open.spotify.com/track/4B0r8wQP0qfyDFaPs4Rjnz
13,my strange addiction,Billie Eilish,https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK
14,Lovely - Acoustic Cover,Milli Davis,https://open.spotify.com/track/5ufOAoDqUsHQhSMToowGur
15,Good As Hell,Lizzo,https://open.spotify.com/track/6uAm7pG66O1XesXS9bpHSF
16,God's Country,Blake Shelton,https://open.spotify.com/track/1dyxS3YzBbL0t8rEVwVQ1K
17,Bon Bon Chocolat,EVERGLOW,https://open.spotify.com/track/06Pvy98db25O7wlfFFFIRM
18,Shotta Flow,NLE Choppa,https://open.spotify.com/track/4dAMdQ6g4kGmnc1MDHsg77
19,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,https://open.spotify.com/track/6ya8ejoKgw906Y8LWclqrp
20,Buttercup,Jack Stauber,https://open.spotify.com/track/2mlGPkAx4kwF8Df0GlScsC
21,Act Up,City Girls,https://open.spotify.com/track/3A2yGHWIzmGEIolwonU69h
22,I Don't Belong In This Club,Why Don't We,https://open.spotify.com/track/45ZGEdLxCZvdMX9jWlsAAx
23,Dissolve,Absofacto,https://open.spotify.com/track/7pBrj5rt4SSxXwFKOyZfHR
24,Baby Sitter (feat. Offset),DaBaby,https://open.spotify.com/track/7f1zjZG77S891Uv4O68yfk
25,Worth It,YK Osiris,https://open.spotify.com/track/4XiGKQqbmnMVxDzUj6j3f2
26,Church (Take Me Back),Cochren & Co.,https://open.spotify.com/track/3vvao6zCQPVB8EGajtg9dp
27,Pa Mí - Remix,Dalex,https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH
28,Te Robaré,Nicky Jam,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
29,Yup on My Tractor,Fly Rich Double,https://open.spotify.com/track/4Ec5TIrwDRCl0iXlvtPHPo
30,My Type,Saweetie,https://open.spotify.com/track/5KBARWIxeMGkvUax9VtVC9
31,Moonlight,Gaullin,https://open.spotify.com/track/0A5gdlrpAuQqZ2iFgnqBFW
32,I Hope,Gabby Barrett,https://open.spotify.com/track/2jKIBHSsUaF3cPCcGbR56U
33,On My Way,Alan Walker,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq
34,Bitchuary,Shordie Shordie,https://open.spotify.com/track/4dV3okcjbQwTcg4ObIGr4N
35,Goin Baby,DaBaby,https://open.spotify.com/track/3WyRgi8CzQnhzO0xw79tTS
36,i love you,Billie Eilish,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
37,Glitter,070 Shake,https://open.spotify.com/track/4DJ9ZxVFyv8AWdBmZnV0CN
38,Knockin' Boots,Luke Bryan,https://open.spotify.com/track/6ERR6e7h6wCqGoz1TjiUJb
39,Murder On My Mind,YNW Melly,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
40,I Could Get Used To This,Becky Hill,https://open.spotify.com/track/6u8epWzzk3CsJ05sqExF6T
41,xanny,Billie Eilish,https://open.spotify.com/track/4QIo4oxwzzafcBWkKjDpXY
42,Make You Mine,PUBLIC,https://open.spotify.com/track/7MZIMa29N98fjb7CefC7KJ
43,Rebota,Guaynaa,https://open.spotify.com/track/2YRvdf9cdS88y1wB1WhKoE
44,Envy Me,Calboy,https://open.spotify.com/track/05t7JMip6JrLuSrMV5yYjX
45,Big Ole Freak,Megan Thee Stallion,https://open.spotify.com/track/3YEbLhXRDPTtctnb3ddg8g
46,Grinding All My Life,Nipsey Hussle,https://open.spotify.com/track/3R9j8urSPiBbapNbyuSYkE
47,3 Nights,Dominic Fike,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
48,Can I Call You Tonight?,Dayglow,https://open.spotify.com/track/5Ti99QiUdIwe0xG4gS22FL
49,CAPO,NLE Choppa,https://open.spotify.com/track/1KjQPDJQCUuqDj3AmfSBCa
50,HP,Maluma,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW
1,Fast,Sueco,https://open.spotify.com/track/5qsi0WVBmDWetUpTH0sNIL
2,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
3,Piece Of Your Heart,MEDUZA,https://open.spotify.com/track/5p1ex0pXv6jSPJ6QbumQpD
4,Wrong,Luh Kel,https://open.spotify.com/track/3EludUFeAoJAwSixWGG5Wg
5,Beef FloMix,Flo Milli,https://open.spotify.com/track/52mXzUl4zRM6XC5hAxs1oh
6,Suge,DaBaby,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
7,Pop Out (feat. Lil Tjay),Polo G,https://open.spotify.com/track/5AjINjwKyRvQJhSe2zpPHi
8,bad guy,Billie Eilish,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
9,Verte Ir,DJ Luian,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
10,Old Town Road,Lil Nas X,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
11,Paradise,Bazzi,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG
12,Get You The Moon (feat. Snøw),Kina,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
13,Cradles,Sub Urban,https://open.spotify.com/track/1y4jsQt7MjnZhiD1L6qFBC
14,Kill This Love,BLACKPINK,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
